WKT,Site_ID,Location,Lat,Long
POINT (-6.243607063 53.31971651),342,Sandford Rd @ Belmont Av,53.31971651,-6.243607063
POINT (-6.3082176 53.3457809),343,SCR @ Islandbridge Flats,53.3457809,-6.3082176
POINT (-6.2832341 53.3610205),344,Cabra Rd @ Dowth Av,53.3610205,-6.2832341
POINT (-6.253763393 53.3707446),346,Drumcondra Rd @ St Patricks College / Ormond Rd,53.3707446,-6.253763393
POINT (-6.27124694 53.36586485),347,Prospect Rd @ Lindsay Rd,53.36586485,-6.27124694
POINT (-6.369191 53.343528),348,Ballyfermot Rd @ Cleggan Park,53.343528,-6.369191
POINT (-6.2898813 53.3269398),349,Clogher Rd @ Rutland Av,53.3269398,-6.2898813
POINT (-6.274203546 53.35066989),351,Church St @ Brunswick St,53.35066989,-6.274203546
POINT (-6.257792079 53.34289897),352,Dawson St @ Nassau St,53.34289897,-6.257792079
POINT (-6.251605823 53.34899654),354,Amiens St @ Beresford Pl,53.34899654,-6.251605823
POINT (-6.251592 53.348271),355,Memorial Bridge @ Customs House Quay,53.348271,-6.251592
POINT (-6.25179 53.34746),356,Memorial Bridge @ Georges Quay,53.34746,-6.25179
POINT (-6.2978294 53.34155),359,Mount Brown @ Camac Stores,53.34155,-6.2978294
POINT (-6.258811728 53.33947113),360,St Stephens Green @ Dawson St,53.33947113,-6.258811728
POINT (-6.264698 53.3278219),362,Rathmines Rd @ Church,53.3278219,-6.264698
POINT (-6.2648431 53.3270744),363,Rathmines Rd @ Military Rd,53.3270744,-6.2648431
POINT (-6.2792597 53.3428385),366,Thomas St @ Meath St & Ped @ Johns Lane,53.3428385,-6.2792597
POINT (-6.274925533 53.34335187),367,Cornmarket @ Bridge St,53.34335187,-6.274925533
POINT (-6.276149 53.343098),368,Thomas St @ Francis St,53.343098,-6.276149
POINT (-6.2812766 53.3431909),369,Thomas St @ Bridgefoot St,53.3431909,-6.2812766
POINT (-6.291749569 53.34625409),370,St Johns Rd West @ Stevens Lane (LUAS),53.34625409,-6.291749569
POINT (-6.3126396 53.3845905),371,Cardiffsbridge Rd @ Shopping Centre,53.3845905,-6.3126396
POINT (-6.3190213 53.341616),372,Inchicore Rd @ Grattan Crescent,53.341616,-6.3190213
POINT (-6.326562 53.3358545),374,Tyrconnell Rd @ Ring Tce,53.3358545,-6.326562
POINT (-6.1757115 53.3816229),377,Station Rd @ Railway Bridge,53.3816229,-6.1757115
POINT (-6.254377542 53.30824153),378,Milltown Rd @ Churchtown Rd,53.30824153,-6.254377542
POINT (-6.3210868 53.324865),379,Drimnagh Rd @ Errigal Rd,53.324865,-6.3210868
POINT (-6.183380909 53.39079541),380,Tonlegee Rd @ Tonlegee Lime Wood,53.39079541,-6.183380909
POINT (-6.2052757 53.3919511),381,Oscar Traynor Rd @ Coolock Drive,53.3919511,-6.2052757
POINT (-6.226933 53.327855),383,Merrion Rd @ Serpentine Av ,53.327855,-6.226933
POINT (-6.17868027 53.39113254),384,Tonlegee Rd @ Millbrook Rd,53.39113254,-6.17868027
POINT (-6.2120287 53.3944814),386,Oscar Traynor Rd @ Kilmore Rd,53.3944814,-6.2120287
POINT (-6.2780463 53.3399153),387,Meath St @ The Coombe,53.3399153,-6.2780463
POINT (-6.2197528 53.3974292),388,Oscar Traynor @ Clonshaugh Industrial Estate,53.3974292,-6.2197528
POINT (-6.3178594 53.3252876),390,Crumlin Rd @ Kildare Rd,53.3252876,-6.3178594
POINT (-6.24632856 53.31466534),391,Milltown Rd @ Ramleh Park,53.31466534,-6.24632856
POINT (-6.283729 53.306987),394,Rathfarnham Rd @ Bushy Park Rd,53.306987,-6.283729
POINT (-6.3162737 53.3259776),395,Crumlin Rd @ Cooley Rd,53.3259776,-6.3162737
POINT (-6.288372 53.343479),396,James St @ Echlin St,53.343479,-6.288372
POINT (-6.2849135 53.3436492),399,James St @ Watling St,53.3436492,-6.2849135
POINT (-6.2605118 53.3399682),402,St Stephens Green @ Grafton St. (LUAS),53.3399682,-6.2605118
POINT (-6.25402901 53.3493704),403,Gardiner St @ Abbey St/Beresford Pl & ped adjacent (LUAS),53.3493704,-6.25402901
POINT (-6.291860055 53.34775024),404,Parkgate St @ Heuston Bridge and ped adjacent (LUAS),53.34775024,-6.291860055
POINT (-6.272099 53.367454),405,Harts Corner & Peds @ Smurfits and Vincents School,53.367454,-6.272099
POINT (-6.290767193 53.36146888),408,Cabra Rd @ Quarry Rd.,53.36146888,-6.290767193
POINT (-6.336800411 53.32825418),410,Naas Rd @ Carriglea Rd (LUAS),53.32825418,-6.336800411
POINT (-6.20988357 53.31771506),411,Merrion Rd @ Merrion Village,53.31771506,-6.20988357
POINT (-6.3461875 53.3422799),412,Ballyfermot Rd East Of Roundabout,53.3422799,-6.3461875
POINT (-6.261015 53.3559038),416,Gardiner Pl @ Temple St,53.3559038,-6.261015
POINT (-6.268342 53.347297),418,Capel St @ Abbey St (LUAS),53.347297,-6.268342
POINT (-6.2668778 53.3501487),419,Parnell St / Jervis St / Chapel Lane,53.3501487,-6.2668778
POINT (-6.2914477 53.3469425),420,Victoria Quay @ Frank Sherwin Bridge and peds at station (LUAS),53.3469425,-6.2914477
POINT (-6.2566163 53.3390144),421,St Stephens Green @ Kildare Street,53.3390144,-6.2566163
POINT (-6.298221 53.361587),422,Navan Rd @ Ratoath Rd,53.361587,-6.298221
POINT (-6.299716 53.338639),423,SCR @ Brookfield Rd,53.338639,-6.299716
POINT (-6.215786 53.384196),425,Kilmore Rd @ East of Roundabout,53.384196,-6.215786
POINT (-6.2481006 53.3700733),428,Grace Park Rd @ St Josephs,53.3700733,-6.2481006
POINT (-6.28162526 53.35890489),429,NCR @ Charleville Rd,53.35890489,-6.28162526
POINT (-6.276368 53.382539),430,Ballygall Rd East @ Fitzmaurice Rd,53.382539,-6.276368
POINT (-6.2246867 53.3851968),431,Skellys Lane @ Montrose Av,53.3851968,-6.2246867
POINT (-6.3113988 53.3900411),433,Mellows Rd @ Community Centre,53.3900411,-6.3113988
POINT (-6.303181441 53.31828831),434,Stannaway Rd @ Cashel Rd,53.31828831,-6.303181441
POINT (-6.2860141 53.3645539),435,Faussagh Rd @ St Eithne Rd,53.3645539,-6.2860141
POINT (-6.2825955 53.3121294),437,Terenure Rd North @ Eagle Hill Ave,53.3121294,-6.2825955
POINT (-6.283848 53.352377),438,Manor St @ Manor Pl,53.352377,-6.283848
POINT (-6.2484279 53.3457323),439,Townsend St @ Lombard St,53.3457323,-6.2484279
POINT (-6.2051674 53.3160294),441,Merrion Gates,53.3160294,-6.2051674
POINT (-6.221922142 53.36316923),443,Clontarf Rd @ Embankment Rd & ped at St Anthonys Church,53.36316923,-6.221922142
POINT (-6.234191937 53.35789497),445,East Wall Rd / Alfie Byrne Rd,53.35789497,-6.234191937
POINT (-6.307075024 53.39853006),447,North Rd @ Plunkett Av,53.39853006,-6.307075024
POINT (-6.2379021 53.3228333),448,Morehampton Rd @ Belmont Av,53.3228333,-6.2379021
POINT (-6.2114083 53.3332287),451,Strand Rd @ Roslyn Pk,53.3332287,-6.2114083
POINT (-6.221443456 53.32427925),452,Merrion Rd @ Shrewsbury Rd,53.32427925,-6.221443456
POINT (-6.3469122 53.3357516),453,Kylemore Rd @ Rehab Centre,53.3357516,-6.3469122
POINT (-6.254550113 53.34217525),454,Nassau St @ Kildare St & Molesworth St,53.34217525,-6.254550113
POINT (-6.30392 53.363481),455,Navan Rd @ Skreen Rd,53.363481,-6.30392
POINT (-6.194901 53.391514),456,Malahide Rd @ Greencastle Rd,53.391514,-6.194901
POINT (-6.147565137 53.38699934),457,Kilbarrack Rd @ Kilbarrack Av,53.38699934,-6.147565137
POINT (-6.286491 53.375806),458,Finglas Rd @ Ballyboggan Rd,53.375806,-6.286491
POINT (-6.2836164 53.3726239),459,Finglas Rd @ Slaney Rd,53.3726239,-6.2836164
POINT (-6.2765051 53.3154704),460,Rathgar Av @ Garville Av,53.3154704,-6.2765051
POINT (-6.2246933 53.36994819),461,Malahide Rd @ Mount Temple,53.36994819,-6.2246933
POINT (-6.2391914 53.338799),462,Grand Canal St @ Clanwilliam Pl,53.338799,-6.2391914
POINT (-6.323271 53.3379064),463,Tyrconnell Rd @ Tyrconnell Pk,53.3379064,-6.323271
POINT (-6.2960071 53.3148233),464,Kimmage Rd @ Corrib Rd,53.3148233,-6.2960071
POINT (-6.247718 53.33824),465,Merrion Sq @ Mount St Upr,53.33824,-6.247718
POINT (-6.187125729 53.39686654),467,Malahide Rd @ Darndale RDB/Blunden Dr,53.39686654,-6.187125729
POINT (-6.1625629 53.3962731),468,Grange Rd @ Newbrook Av,53.3962731,-6.1625629
POINT (-6.317839 53.368239),470,Navan Rd @ Baggot Rd/Kinvara Pk,53.368239,-6.317839
POINT (-6.3341123 53.3176756),471,Walkinstown Av @ Roundabout,53.3176756,-6.3341123
POINT (-6.3798925 53.345381),472,Ballyfermot Rd @ Kennelsfort Rd,53.345381,-6.3798925
POINT (-6.3029106 53.310125),473,Fortfield Rd @ Wainsfort Rd,53.310125,-6.3029106
POINT (-6.229219555 53.35498292),476,East Wall Rd @ East Rd,53.35498292,-6.229219555
POINT (-6.330980875 53.32133995),477,Walkinstown Rd @ Kilnamanagh Rd,53.32133995,-6.330980875
POINT (-6.2974405 53.3360245),478,SCR / Rialto St,53.3360245,-6.2974405
POINT (-6.2500353 53.32340936),479,Sandford Rd @ Anna Villa,53.32340936,-6.2500353
POINT (-6.2069724 53.3247998),480,Strand Rd @ Sandymount Tower,53.3247998,-6.2069724
POINT (-6.3480303 53.3384948),481,Kylemore Rd @ Kylemore Av,53.3384948,-6.3480303
POINT (-6.2600286 53.357604),483,Gardiner St @ Church,53.357604,-6.2600286
POINT (-6.268684 53.3578859),484,Berkeley Rd @ St Josephs Church,53.3578859,-6.268684
POINT (-6.294061344 53.38408797),485,Finglas Rd / Shopping Centre / Glenhill Est,53.38408797,-6.294061344
POINT (-6.293685634 53.34249634),486,James St @ Hospital (LUAS),53.34249634,-6.293685634
POINT (-6.3344479 53.3292608),487,Naas Rd @ La Touche Rd (Muirfield Rd) (LUAS),53.3292608,-6.3344479
POINT (-6.351317 53.3421615),488,Ballyfermot Rd @ Ballyfermot Pde,53.3421615,-6.351317
POINT (-6.2878153 53.3560978),489,Prussia St @ Shopping Centre,53.3560978,-6.2878153
POINT (-6.2817733 53.3103493),490,Terenure Rd East @ Church,53.3103493,-6.2817733
POINT (-6.21206845 53.36811007),492,Howth Rd / St Lawrence Rd / Ashbrook,53.36811007,-6.21206845
POINT (-6.228942275 53.38566688),493,Beaumont Rd @ Hospital,53.38566688,-6.228942275
POINT (-6.149561048 53.38236051),494,Howth Rd @ James Larkin Rd,53.38236051,-6.149561048
POINT (-6.19837 53.400058),495,Priorswood Rd @ Ferrycarrig Park,53.400058,-6.19837
POINT (-6.2431453 53.3266191),496,Morehampton Rd @ Bloomfield Av,53.3266191,-6.2431453
POINT (-6.3531703 53.3486452),498,Kylemore Rd @ By-Pass,53.3486452,-6.3531703
POINT (-6.2372442 53.371902),500,Griffith Av @ Philipsburgh Av,53.371902,-6.2372442
POINT (-6.3213742 53.3429383),501,Chapelizod Bypass @ Concolbert Rd,53.3429383,-6.3213742
POINT (-6.3079612 53.3394861),502,SCR @ Bulfin Rd,53.3394861,-6.3079612
POINT (-6.3075832 53.3418287),503,SCR @ Inchicore Rd / Old Kilmainham Lane,53.3418287,-6.3075832
POINT (-6.273602509 53.30995462),504,Orwell Rd @ Zion Rd,53.30995462,-6.273602509
POINT (-6.2180561 53.3843225),505,Skellys Lane West Of Roundabout,53.3843225,-6.2180561
POINT (-6.1958659 53.3590888),506,Clontarf Rd @ Vernon Ave,53.3590888,-6.1958659
POINT (-6.282404065 53.36373523),507,Faussagh Rd @ Dowth Av,53.36373523,-6.282404065
POINT (-6.245973 53.392833),508,Swords Rd @ Omni Park Shopping Centre,53.392833,-6.245973
POINT (-6.216507913 53.33925435),509,Bremen Grove Nth Bound @ Sean Moore Rd,53.33925435,-6.216507913
POINT (-6.2986018 53.3873301),510,Finglas Rd @ Wellmount Rd,53.3873301,-6.2986018
POINT (-6.195366383 53.36393054),511,Seafield Rd @ Vernon Av,53.36393054,-6.195366383
POINT (-6.250992591 53.34986394),513,Amiens St @ Store St (LUAS),53.34986394,-6.250992591
POINT (-6.288050115 53.31987443),514,Kimmage Rd Lwr @ Mount Argus View,53.31987443,-6.288050115
POINT (-6.329215 53.371264),515,Navan Rd / Kempton Est,53.371264,-6.329215
POINT (-6.2582033 53.3876134),516,Collins Av @ Shanowen Ave,53.3876134,-6.2582033
POINT (-6.236131 53.3803857),517,Collins Av @ Collinswood,53.3803857,-6.236131
POINT (-6.2109265 53.396099),518,Barryscourt Rd @ Shopping Centre,53.396099,-6.2109265
POINT (-6.276753364 53.37761318),519,Old Finglas Rd @ Ballygall Rd,53.37761318,-6.276753364
POINT (-6.3151676 53.3191455),520,St Agnes Rd @ Church,53.3191455,-6.3151676
POINT (-6.240419447 53.37936936),521,Grace Park Rd. @ Grace Park Heights,53.37936936,-6.240419447
POINT (-6.262979 53.333944),522,Harcourt St @ Hatch St (LUAS),53.333944,-6.262979
POINT (-6.189186275 53.39038876),524,Tonlegee Rd / Rathvale Drive,53.39038876,-6.189186275
POINT (-6.3155784 53.3404516),526,Emmet Rd / Bulfin Rd,53.3404516,-6.3155784
POINT (-6.2246943 53.3773824),527,Collins Ave @ Belton Pk,53.3773824,-6.2246943
POINT (-6.28828 53.379786),528,Finglas Rd @ Tolka Valley Rd,53.379786,-6.28828
POINT (-6.2942854 53.3224012),530,Sundrive Rd @ Stanaway Rd,53.3224012,-6.2942854
POINT (-6.202690965 53.37142931),531,Howth Rd @ Castle Ave,53.37142931,-6.202690965
POINT (-6.2295637 53.3976418),532,Oscar Traynor Rd @ Woodlawn,53.3976418,-6.2295637
POINT (-6.301878 53.362704),533,Navan Rd @ Hampton Green,53.362704,-6.301878
POINT (-6.208759309 53.32807166),536,Strand Rd @ Gilford Rd,53.32807166,-6.208759309
POINT (-6.224204176 53.39784705),540,Oscar Traynor Rd / Dundaniel Rd,53.39784705,-6.224204176
POINT (-6.3049499 53.3666841),541,Nephin Rd @ St Declan's School,53.3666841,-6.3049499
POINT (-6.2382062 53.387839),542,Shantalla Rd @ Shantalla Ave,53.387839,-6.2382062
POINT (-6.214774617 53.38829513),543,Kilmore Rd @ Ardmore Drive,53.38829513,-6.214774617
POINT (-6.3513999 53.3459452),544,Chapelizod Hill Rd / Kylemore Rd,53.3459452,-6.3513999
POINT (-6.1764335 53.3828458),545,Station Rd / Springdale Rd,53.3828458,-6.1764335
POINT (-6.2065995 53.3708051),546,Howth Rd / Collins Ave East,53.3708051,-6.2065995
POINT (-6.301091 53.3067128),547,Fortfield Rd @ Greenlea Rd,53.3067128,-6.301091
POINT (-6.2859948 53.3175343),548,Clareville Rd @ School,53.3175343,-6.2859948
POINT (-6.214926536 53.39185354),549,Kilmore Rd @ Kilbarron Rd,53.39185354,-6.214926536
POINT (-6.24257178 53.33639481),550,Warrington Pl @ Mount St Up,53.33639481,-6.24257178
POINT (-6.3542352 53.3423246),551,Ballyfermot Rd @ Colepark Road ,53.3423246,-6.3542352
POINT (-6.376485 53.344392),552,Ballyfermot Rd @ Cherry Orchard Hospital,53.344392,-6.376485
POINT (-6.338905 53.34239),553,Ballyfermot Rd @ O-Hogan Rd,53.34239,-6.338905
POINT (-6.3650815 53.3431763),554,Ballyfermot Rd @ Blackditch Dr,53.3431763,-6.3650815
POINT (-6.2653529 53.3848357),555,Ballymun Rd @ DCU,53.3848357,-6.2653529
POINT (-6.277816711 53.3697792),556,Finglas Rd @ Glasnevin Cemetery,53.3697792,-6.277816711
POINT (-6.2636892 53.3930349),557,Ballymun Rd @ Comprehensive School,53.3930349,-6.2636892
POINT (-6.265870971 53.36338481),558,Whitworth Rd @ Claude Rd,53.36338481,-6.265870971
POINT (-6.246103994 53.34793052),559,Custom House Qy @ Common St,53.34793052,-6.246103994
POINT (-6.2569563 53.3745241),560,Homefarm Rd @ Ferguson Rd,53.3745241,-6.2569563
POINT (-6.177531807 53.38010538),561,Howth Rd @ Supervalue,53.38010538,-6.177531807
POINT (-6.2608383 53.3686278),562,Botanic Ave @ Mannix Rd,53.3686278,-6.2608383
POINT (-6.2637753 53.3702812),563,Botanic Ave @ Botanic Park,53.3702812,-6.2637753
POINT (-6.2339888 53.3190596),564,Eglinton Rd @ Eglinton Sq,53.3190596,-6.2339888
POINT (-6.264514 53.3659639),565,Iona Rd @ Church,53.3659639,-6.264514
POINT (-6.264615655 53.40150126),566,Ballymun Rd @ Santry Ave,53.40150126,-6.264615655
POINT (-6.298634242 53.38881722),568,Finglas Village,53.38881722,-6.298634242
POINT (-6.1662806 53.3940328),569,Grange Rd / Howth View Pk,53.3940328,-6.1662806
POINT (-6.28258769 53.37808875),570,Old Finglas Rd @ Violet Hill Rd,53.37808875,-6.28258769
POINT (-6.1883903 53.4046279),571,N32 @ Belcamp College,53.4046279,-6.1883903
POINT (-6.3295821 53.3327712),573,Naas Rd @ The Gap (LUAS),53.3327712,-6.3295821
POINT (-6.17362034 53.38694732),575,Raheny Rd @ Grange Park Rd,53.38694732,-6.17362034
POINT (-6.2588382 53.3161018),576,Palmerston Rd @ Cowper Rd,53.3161018,-6.2588382
POINT (-6.254677774 53.32107133),577,Dunville Ave @ Shuttle (LUAS),53.32107133,-6.254677774
POINT (-6.3054138 53.3897871),578,Mellows Rd @ Swimming Pool,53.3897871,-6.3054138
POINT (-6.296612336 53.3787697),579,Tolka Valley Rd @ St Helena's Rd,53.3787697,-6.296612336
POINT (-6.310932779 53.37936109),580,Tolka Valley Rd @ Cardiffisbridge Rd,53.37936109,-6.310932779
POINT (-6.276349215 53.34419545),582,Bridge St @ Cooke St,53.34419545,-6.276349215
POINT (-6.2334111 53.3180905),583,Beaver Row @ Beech Hill Av,53.3180905,-6.2334111
POINT (-6.22692356 53.34966933),584,East Wall Rd @ Sherrif St,53.34966933,-6.22692356
POINT (-6.163114 53.395425),585,Grange Rd @ Donaghmede Shopping Centre,53.395425,-6.163114
POINT (-6.2155529 53.3773202),586,Malahide Rd @ Elm Mount Rd,53.3773202,-6.2155529
POINT (-6.3326091 53.3177644),587,Walkinstown R'about @ Kestral,53.3177644,-6.3326091
POINT (-6.2988976 53.3359902),588,SCR @ Herberton Rd/Uppercross Rd,53.3359902,-6.2988976
POINT (-6.223261 53.340156),589,Pembroke St @ Irishtown Rd,53.340156,-6.223261
POINT (-6.1593338 53.3996481),590,Grange Rd @ Community School,53.3996481,-6.1593338
POINT (-6.2129617 53.3826664),591,Kilmore Rd @ Maryfield Crescent,53.3826664,-6.2129617
POINT (-6.2670942 53.3969032),592,Balcurris Rd /Sillogue Ped,53.3969032,-6.2670942
POINT (-6.227780202 53.36109691),593,Alfie Byrne Rd @ Dart Station,53.36109691,-6.227780202
POINT (-6.2275658 53.3675938),594,Malahide Rd @ Brian Rd,53.3675938,-6.2275658
POINT (-6.2965904 53.3566388),595,Blackhorse Ave @ Glenbeigh Rd,53.3566388,-6.2965904
POINT (-6.2458056 53.3745192),596,Griffith Ave @ Beresford Estate,53.3745192,-6.2458056
POINT (-6.32459 53.369758),597,Navan Rd @ Ashtown Gr,53.369758,-6.32459
POINT (-6.2142741 53.3346469),598,Strand Rd @ Marine Dr,53.3346469,-6.2142741
POINT (-6.2847642 53.3094976),599,Terenure Pl @ Templeogue Rd,53.3094976,-6.2847642
POINT (-6.224957739 53.3524713),600,East Wall Rd @ Dublin Port,53.3524713,-6.224957739
POINT (-6.3322511 53.3717),601,Navan Rd @ Ashtown R'about,53.3717,-6.3322511
POINT (-6.2742938 53.3900606),602,Glasnevin Ave @ Laneway,53.3900606,-6.2742938
POINT (-6.20465646 53.38294666),603,Malahide Rd @ Ardlea Rd (North-South),53.38294666,-6.20465646
POINT (-6.2062264 53.3826216),604,Malahide Rd @ Ardlea Rd (East-West),53.3826216,-6.2062264
POINT (-6.2454129 53.3811174),605,Swords Rd @ Iveragh Rd,53.3811174,-6.2454129
POINT (-6.303362208 53.32887825),606,Crumlin Rd @ Ardagh Rd,53.32887825,-6.303362208
POINT (-6.3192658 53.3649686),607,Blackhorse Ave @ Turnstyle Pub,53.3649686,-6.3192658
POINT (-6.199225223 53.38808855),608,Malahide Rd @ St Brendans Church,53.38808855,-6.199225223
POINT (-6.2444165 53.3276779),610,Morehampton Rd @ Wellington Pl,53.3276779,-6.2444165
POINT (-6.2169049 53.3962867),611,Oscar Traynor Rd @ Clonshaugh Rd,53.3962867,-6.2169049
POINT (-6.263643766 53.34793766),612,Abbey Street Middle @ Liffey St (LUAS),53.34793766,-6.263643766
POINT (-6.2518993 53.3306178),613,Leeson St @ Dartmouth Rd,53.3306178,-6.2518993
POINT (-6.248420171 53.32930203),614,Sussex Rd @ Burlington Rd,53.32930203,-6.248420171
POINT (-6.2325058 53.3194492),615,Donnybrook Rd @ Eglinton Rd,53.3194492,-6.2325058
POINT (-6.2213413 53.3930897),616,Kilbarron Rd @ Trim Rd,53.3930897,-6.2213413
POINT (-6.193174381 53.38990084),617,Tonlegee Rd / Moatfield Rd,53.38990084,-6.193174381
POINT (-6.2523517 53.3241866),618,Ranelagh @ Sallymount Ave,53.3241866,-6.2523517
POINT (-6.32219781 53.32638273),619,Errigal Rd @ Brandon Rd,53.32638273,-6.32219781
POINT (-6.241527 53.3280994),620,Wellington Rd @ Clyde Rd,53.3280994,-6.241527
POINT (-6.265586 53.340691),622,Aungier St @ Longford St,53.340691,-6.265586
POINT (-6.267498 53.321366),623,Rathgar Rd / Grosvenor Rd @ Charleville Rd ,53.321366,-6.267498
POINT (-6.2580005 53.3774714),624,Griffith Av @ Walnut Rise (Courtlands),53.3774714,-6.2580005
POINT (-6.26503475 53.34566978),625,Halfpenny Bridge ,53.34566978,-6.26503475
POINT (-6.152513016 53.38913522),626,Kilbarrack Rd @ Thornville Rd,53.38913522,-6.152513016
POINT (-6.204829 53.3652453),627,Castle Av @ Seafield Rd,53.3652453,-6.204829
POINT (-6.285299255 53.35331181),628,Prussia St @ Aughrim St,53.35331181,-6.285299255
POINT (-6.3134154 53.3267666),629,Crumlin Rd @ Rafters Rd,53.3267666,-6.3134154
POINT (-6.17264609 53.36684735),630,Mount Prospect Ave @ Clontarf Rd,53.36684735,-6.17264609
POINT (-6.194883585 53.36716065),631,Vernon Ave @ Mount Prospect Ave,53.36716065,-6.194883585
POINT (-6.194367 53.3691726),632,Vernon Ave @ Sybil Hill Rd,53.3691726,-6.194367
POINT (-6.1956467 53.3624799),633,Vernon Ave @ Kincora Rd,53.3624799,-6.1956467
POINT (-6.16003412 53.39845917),634,Grange Rd @ Grange Abbey,53.39845917,-6.16003412
POINT (-6.1563824 53.3983457),635,Grange Rd @ Donaghmede Pk,53.3983457,-6.1563824
POINT (-6.2059826 53.3202912),636,Strand Rd @ St Albans Park,53.3202912,-6.2059826
POINT (-6.297950149 53.33122057),637,Keeper Rd @ Herberton Rd,53.33122057,-6.297950149
POINT (-6.2983354 53.320579),638,Stannaway Rd @ Bangor Rd,53.320579,-6.2983354
POINT (-6.1915019 53.3902525),639,Tonlegee Rd @ Springdale Road,53.3902525,-6.1915019
POINT (-6.2548961 53.3863638),640,Collins Ave @ DCU,53.3863638,-6.2548961
POINT (-6.293915394 53.30386386),641,Templeogue Rd @ Terenure College,53.30386386,-6.293915394
POINT (-6.290911843 53.30570543),642,Templeogue Rd @ Busgate,53.30570543,-6.290911843
POINT (-6.251277 53.3575631),647,NCR @ O'Connells School,53.3575631,-6.251277
POINT (-6.2317215 53.3323279),648,Shelbourne Rd / Crampton Ave,53.3323279,-6.2317215
POINT (-6.2210689 53.3843923),649,Skellys Lane / Whitethorn Rise,53.3843923,-6.2210689
POINT (-6.2470577 53.313149),650,Milltown Rd @ St Annes,53.313149,-6.2470577
POINT (-6.32894 53.342196),651,Sarsfield Rd @ Landon Rd,53.342196,-6.32894
POINT (-6.2765003 53.3837022),652,Ballygall Rd East @ Church,53.3837022,-6.2765003
POINT (-6.27239547 53.34059504),653,Nicholas St @ Bull Alley St,53.34059504,-6.27239547
POINT (-6.3251363 53.3421788),654,Sarsfield Rd @ Concolbert Rd (Railway Bridge),53.3421788,-6.3251363
POINT (-6.2145965 53.3614044),655,Clontarf Rd / Seaview Ave Nth,53.3614044,-6.2145965
POINT (-6.2300358 53.3785341),656,Collins Ave / Celtic Pk Rd,53.3785341,-6.2300358
POINT (-6.2365483 53.3420237),658,Ringsend @ Barrow St,53.3420237,-6.2365483
POINT (-6.242346615 53.37593724),659,Grace Park Rd / Sion Hill Rd,53.37593724,-6.242346615
POINT (-6.241202 53.347605),660,North Wall Quay @ Guild St,53.347605,-6.241202
POINT (-6.3117617 53.3406408),661,Emmet Rd @ Luby Rd,53.3406408,-6.3117617
POINT (-6.264346684 53.33925692),662,Mercer St @ York St,53.33925692,-6.264346684
POINT (-6.264034 53.339701),663,Mercer St @ Car Park,53.339701,-6.264034
POINT (-6.296125569 53.34590721),664,St Johns Rd @ Military Rd,53.34590721,-6.296125569
POINT (-6.270068 53.343606),665,Lord Edward St / Fishamble St (& Lord Edward St @ Cows Lane),53.343606,-6.270068
POINT (-6.2662089 53.3441691),666,Dame St @ Olympia,53.3441691,-6.2662089
POINT (-6.299983 53.362105),667,Navan Rd @ Library,53.362105,-6.299983
POINT (-6.2631501 53.336765),668,Harcourt St Ped (LUAS),53.336765,-6.2631501
POINT (-6.30378423 53.36807279),670,Ratoath Rd @ John Paul Park,53.36807279,-6.30378423
POINT (-6.265234455 53.31672056),671,Rathmines Rd Upper @ Rathmines Close,53.31672056,-6.265234455
POINT (-6.272031963 53.38994938),672,Glasnevin Ave @ Autobahn,53.38994938,-6.272031963
POINT (-6.3832173 53.3463218),676,Coldcut Rd @ Clover Hill Rd,53.3463218,-6.3832173
POINT (-6.225855 53.351254),677,East Wall Rd @ Alexandra Rd,53.351254,-6.225855
POINT (-6.327237 53.324163),679,Drimnagh Rd @ Slievebloom Rd,53.324163,-6.327237
POINT (-6.199851 53.390168),680,Oscar Traynor Rd @ Coolock Village,53.390168,-6.199851
POINT (-6.272272841 53.35029413),682,North King St @ Coleraine/Linenhall,53.35029413,-6.272272841
POINT (-6.27828166 53.31101916),684,Terenure Rd East Busgate,53.31101916,-6.27828166
POINT (-6.2652374 53.3254722),686,Rathmines Rd @ Rathmines College,53.3254722,-6.2652374
POINT (-6.2752957 53.3771889),687,Old Finglas Rd @ St. Brigids School,53.3771889,-6.2752957
POINT (-6.1823 53.3966772),688,Blunden Drive @ Ayrfield Church,53.3966772,-6.1823
POINT (-6.1610669 53.3944777),689,Newbrook Rd @ Newbrook Ave,53.3944777,-6.1610669
POINT (-6.2700266 53.3761333),690,Ballymun Rd @ Old Finglas Rd,53.3761333,-6.2700266
POINT (-6.248155097 53.37761719),691,Swords Rd @ Regency Hotel,53.37761719,-6.248155097
POINT (-6.347597 53.337597),692,Kylemore Rd @ Landen Rd,53.337597,-6.347597
POINT (-6.289794 53.3105567),693,Terenure Rd West @ Greenlea Rd,53.3105567,-6.289794
POINT (-6.196350693 53.37730147),694,Brookwood Ave @ Brookwood Rise,53.37730147,-6.196350693
POINT (-6.1940272 53.3732745),695,Sybil Hill Rd @ St Pauls School,53.3732745,-6.1940272
POINT (-6.195127 53.3658902),696,Vernon Ave @ Blackheath,53.3658902,-6.195127
POINT (-6.2039967 53.3669146),697,Castle Ave @ Blackheath,53.3669146,-6.2039967
POINT (-6.279767 53.324038),699,Harold's Cross Rd / Mount Argus Rd,53.324038,-6.279767
POINT (-6.299733166 53.36734754),700,Fassaugh Ave / Killala Rd,53.36734754,-6.299733166
